key	lemma	part_of_speech	parsing	definition	strongs	alternates
σκοτους	σκότος	noun	genitive singular neuter	darkness	G4655	
σκυβαλα	σκύβαλον	noun	accusative plural neuter	refuse, dregs	G4657	
σκυθης	Σκύθης	noun	nominative singular masculine	a Scythian	G4658	
σκυθρωποι	σκυθρωπός	adjective	nominative plural masculine	gloomy, sad-countenanced	G4659	
σκυλα	σκῦλα	noun	accusative plural neuter			
σκυλλε	σκύλλω	verb	present active imperative, 2nd person singular	I flay, trouble, annoy	G4660	
σκυλλεις	σκύλλω	verb	present active indicative, 2nd person singular	I flay, trouble, annoy	G4660	
σκυλλου	σκύλλω	verb	present passive imperative, 2nd person singular	I flay, trouble, annoy	G4660	
σκωληκοβρωτος	σκωληκόβρωτος	adjective	nominative singular masculine	eaten by worms	G4662	
σκωληξ	σκώληξ	noun	nominative singular masculine	a gnawing worm	G4663	
σμαραγδινω	σμαράγδινος	adjective	dative singular masculine	made of emerald	G4664	
σμαραγδος	σμάραγδος	noun	nominative singular masculine	an emerald	G4665	
σμυρναν	Σμύρνα	noun	accusative singular feminine	Smyrna	G4667	σμύρνα|noun|accusative singular feminine
σμυρνη	Σμύρνα	noun	dative singular feminine	Smyrna	G4667	
σμυρνης	σμύρνα	noun	genitive singular feminine	myrrh	G4666	
σοδομα	Σόδομα	noun	nominative plural neuter	Sodom	G4670	
σοδομοις	Σόδομα	noun	dative plural neuter	Sodom	G4670	
σοδομων	Σόδομα	noun	genitive plural neuter	Sodom	G4670	
σοι	σύ	personal pronoun	dative singular	you	G4771	σός|adjective|nominative plural masculine
σολομων	Σολομών	noun	nominative singular masculine	Solomon	G4672	Σολομῶν|noun|nominative singular masculine
σολομωνα	Σολομών	noun	accusative singular masculine	Solomon	G4672	
σολομωνος	Σολομών	noun	genitive singular masculine	Solomon	G4672	
σολομωντος	Σολομῶν	noun	genitive singular masculine	Solomon	G4672	
σον	σός	adjective	accusative singular neuter	yours, thy, thine	G4674	σός|adjective|nominative singular neuter
σορου	σορός	noun	genitive singular feminine	a bier, an open coffin	G4673	
σος	σός	adjective	nominative singular masculine	yours, thy, thine	G4674	
σου	σύ	personal pronoun	genitive singular	you	G4771	
σουδαρια	σουδάριον	noun	accusative plural neuter	a handkerchief	G4676	
σουδαριον	σουδάριον	noun	accusative singular neuter	a handkerchief	G4676	
σουδαριω	σουδάριον	noun	dative singular neuter	a handkerchief	G4676	
σους	σός	adjective	accusative plural masculine	yours, thy, thine	G4674	
σουσαννα	Σουσάννα	noun	nominative singular feminine	Susannah	G4677	
σοφια	σοφία	noun	dative singular feminine	wisdom	G4678	σοφία|noun|nominative singular feminine
σοφιαν	σοφία	noun	accusative singular feminine	wisdom	G4678	
σοφιας	σοφία	noun	genitive singular feminine	wisdom	G4678	
σοφισαι	σοφίζω	verb	aorist active infinitive	I make wise	G4679	
σοφοι	σοφός	adjective	nominative plural masculine	wise	G4680	
σοφοις	σοφός	adjective	dative plural masculine	wise	G4680	
σοφος	σοφός	adjective	nominative singular masculine	wise	G4680	
σοφους	σοφός	adjective	accusative plural masculine	wise	G4680	
σοφων	σοφός	adjective	genitive plural masculine	wise	G4680	
σοφωτερον	σοφός	adjective	nominative singular neuter, comparative	wise	G4680	
σπανιαν	Σπανία	noun	accusative singular feminine	Spain	G4681	
σπαραξαν	σπαράσσω	verb	aorist active participle, nominative singular neuter	I convulse	G4682	
σπαραξας	σπαράσσω	verb	aorist active participle, nominative singular masculine	I convulse	G4682	
σπαρασσει	σπαράσσω	verb	present active indicative, 3rd person singular	I convulse	G4682	
σπαρεις	σπείρω	verb	aorist passive participle, nominative singular masculine	I sow, spread, scatter	G4687	
σπαρεντες	σπείρω	verb	aorist passive participle, nominative plural masculine	I sow, spread, scatter	G4687	
σπαρη	σπείρω	verb	aorist passive subjunctive, 3rd person singular	I sow, spread, scatter	G4687	
σπασαμενος	σπάομαι	verb	aorist middle participle, nominative singular masculine			
σπαταλωσα	σπαταλάω	verb	present active participle, nominative singular feminine	I live extravagantly	G4684	
σπειρα	σπεῖρα	noun	nominative singular feminine	a cohort	G4686	
σπειραι	σπείρω	verb	aorist active infinitive	I sow, spread, scatter	G4687	
σπειραν	σπεῖρα	noun	accusative singular feminine	a cohort	G4686	
σπειραντι	σπείρω	verb	aorist active participle, dative singular masculine	I sow, spread, scatter	G4687	
σπειραντος	σπείρω	verb	aorist active participle, genitive singular masculine	I sow, spread, scatter	G4687	
σπειρας	σπείρω	verb	aorist active participle, nominative singular masculine	I sow, spread, scatter	G4687	
σπειρει	σπείρω	verb	present active indicative, 3rd person singular	I sow, spread, scatter	G4687	
σπειρειν	σπείρω	verb	present active infinitive	I sow, spread, scatter	G4687	
σπειρεις	σπείρω	verb	present active indicative, 2nd person singular	I sow, spread, scatter	G4687	
σπειρεται	σπείρω	verb	present passive indicative, 3rd person singular	I sow, spread, scatter	G4687	
σπειρη	σπείρω	verb	present active subjunctive, 3rd person singular	I sow, spread, scatter	G4687	
σπειρης	σπεῖρα	noun	genitive singular feminine	a cohort	G4686	
σπειρομενοι	σπείρω	verb	present passive participle, nominative plural masculine	I sow, spread, scatter	G4687	
σπειροντι	σπείρω	verb	present active participle, dative singular masculine	I sow, spread, scatter	G4687	
σπειρουσιν	σπείρω	verb	present active indicative, 3rd person plural	I sow, spread, scatter	G4687	
σπειρων	σπείρω	verb	present active participle, nominative singular masculine	I sow, spread, scatter	G4687	
σπεκουλατορα	σπεκουλάτωρ	noun	accusative singular masculine	a body-guardsman, an executioner	G4688	
σπενδομαι	σπένδομαι	verb	present passive indicative, 1st person singular			
σπερμα	σπέρμα	noun	accusative singular neuter	seed, offspring	G4690	σπέρμα|noun|nominative singular neuter
σπερμασιν	σπέρμα	noun	dative plural neuter	seed, offspring	G4690	
σπερματι	σπέρμα	noun	dative singular neuter	seed, offspring	G4690	
σπερματος	σπέρμα	noun	genitive singular neuter	seed, offspring	G4690	
σπερματων	σπέρμα	noun	genitive plural neuter	seed, offspring	G4690	
σπερμολογος	σπερμολόγος	adjective	nominative singular masculine	a babbler	G4691	
σπευδοντας	σπεύδω	verb	present active participle, accusative plural masculine	I hasten, desire earnestly	G4692	
σπευσαντες	σπεύδω	verb	aorist active participle, nominative plural masculine	I hasten, desire earnestly	G4692	
σπευσας	σπεύδω	verb	aorist active participle, nominative singular masculine	I hasten, desire earnestly	G4692	
σπευσον	σπεύδω	verb	aorist active imperative, 2nd person singular	I hasten, desire earnestly	G4692	
σπηλαια	σπήλαιον	noun	accusative plural neuter	a cave, den	G4693	
σπηλαιοις	σπήλαιον	noun	dative plural neuter	a cave, den	G4693	
σπηλαιον	σπήλαιον	noun	accusative singular neuter	a cave, den	G4693	σπήλαιον|noun|nominative singular neuter
σπιλαδες	σπιλάς	noun	nominative plural feminine	a hidden rock, false teacher	G4694	
σπιλοι	σπίλος	noun	nominative plural masculine	a spot, fault	G4696	
σπιλον	σπίλος	noun	accusative singular masculine	a spot, fault	G4696	
σπιλουσα	σπιλόω	verb	present active participle, nominative singular feminine	I defile, spot	G4695	
σπλαγχνα	σπλάγχνον	noun	accusative plural neuter	bowels, compassion, pity	G4698	σπλάγχνον|noun|nominative plural neuter
σπλαγχνιζομαι	σπλαγχνίζομαι	verb	present middle indicative, 1st person singular	I have pity on	G4697	
σπλαγχνισθεις	σπλαγχνίζομαι	verb	aorist passive participle, nominative singular masculine	I have pity on	G4697	
σπλαγχνοις	σπλάγχνον	noun	dative plural neuter	bowels, compassion, pity	G4698	
σπογγον	σπόγγος	noun	accusative singular masculine	a sponge	G4699	
σποδος	σποδός	noun	nominative singular feminine	ashes	G4700	
σποδω	σποδός	noun	dative singular feminine	ashes	G4700	
σπορας	σπορά	noun	genitive singular feminine	seed	G4701	
σποριμων	σπόριμος	adjective	genitive plural neuter	sown, sown fields	G4702	
σπορον	σπόρος	noun	accusative singular masculine	seed for sowing	G4703	
σπορος	σπόρος	noun	nominative singular masculine	seed for sowing	G4703	
σπουδαζοντες	σπουδάζω	verb	present active participle, nominative plural masculine	I hasten	G4704	
σπουδαιον	σπουδαῖος	adjective	accusative singular masculine	diligent, earnest	G4705	
σπουδαιοτερον	σπουδαῖος	adjective	accusative singular masculine, comparative	diligent, earnest	G4705	
σπουδαιοτερος	σπουδαῖος	adjective	nominative singular masculine, comparative	diligent, earnest	G4705	
σπουδαιοτερως	σπουδαίως	adverb	comparative	diligently, earnestly	G4709	
σπουδαιως	σπουδαίως	adverb	adverb	diligently, earnestly	G4709	
σπουδασατε	σπουδάζω	verb	aorist active imperative, 2nd person plural	I hasten	G4704	
σπουδασον	σπουδάζω	verb	aorist active imperative, 2nd person singular	I hasten	G4704	
σπουδασω	σπουδάζω	verb	future active indicative, 1st person singular	I hasten	G4704	
σπουδασωμεν	σπουδάζω	verb	aorist active subjunctive, 1st person plural	I hasten	G4704	
σπουδη	σπουδή	noun	dative singular feminine	haste, diligence	G4710	
σπουδην	σπουδή	noun	accusative singular feminine	haste, diligence	G4710	
σπουδης	σπουδή	noun	genitive singular feminine	haste, diligence	G4710	
σπυριδας	σπυρίς	noun	accusative plural feminine	a plaited basket	G4711	
σπυριδι	σπυρίς	noun	dative singular feminine	a plaited basket	G4711	
σπυριδων	σπυρίς	noun	genitive plural feminine	a plaited basket	G4711	
σταδιους	στάδιος	noun	accusative plural masculine			
σταδιω	στάδιον	noun	dative singular neuter	one eighth of a Roman mile	G4712	
σταδιων	στάδιος	noun	genitive plural masculine			
σταθεις	ἵστημι	verb	aorist passive participle, nominative singular masculine	I cause to stand, stand	G2476	
σταθεντα	ἵστημι	verb	aorist passive participle, accusative singular masculine	I cause to stand, stand	G2476	
σταθεντες	ἵστημι	verb	aorist passive participle, nominative plural masculine	I cause to stand, stand	G2476	
σταθη	ἵστημι	verb	aorist passive subjunctive, 3rd person singular	I cause to stand, stand	G2476	
σταθηναι	ἵστημι	verb	aorist passive infinitive	I cause to stand, stand	G2476	
σταθησεσθε	ἵστημι	verb	future passive indicative, 2nd person plural	I cause to stand, stand	G2476	
σταθησεται	ἵστημι	verb	future passive indicative, 3rd person singular	I cause to stand, stand	G2476	
σταθητε	ἵστημι	verb	aorist passive subjunctive, 2nd person plural	I cause to stand, stand	G2476	
σταμνος	στάμνος	noun	nominative singular feminine	a jar or vase	G4713	
σταντος	ἵστημι	verb	aorist active participle, genitive singular masculine	I cause to stand, stand	G2476	
στας	ἵστημι	verb	aorist active participle, nominative singular masculine	I cause to stand, stand	G2476	
στασα	ἵστημι	verb	aorist active participle, nominative singular feminine	I cause to stand, stand	G2476	
στασει	στάσις	noun	dative singular feminine	standing, place, dissension	G4714	
στασεις	στάσις	noun	accusative plural feminine	standing, place, dissension	G4714	
στασεως	στάσις	noun	genitive singular feminine	standing, place, dissension	G4714	
στασιαστων	στασιαστής	noun	genitive plural masculine			
στασιν	στάσις	noun	accusative singular feminine	standing, place, dissension	G4714	
στασις	στάσις	noun	nominative singular feminine	standing, place, dissension	G4714	
στατηρα	στατήρ	noun	accusative singular masculine	a Jewish shekel	G4715	
σταυρον	σταυρός	noun	accusative singular masculine	a cross	G4716	
σταυρος	σταυρός	noun	nominative singular masculine	a cross	G4716	
σταυρου	σταυρός	noun	genitive singular masculine	a cross	G4716	σταυρόω|verb|present active imperative, 2nd person singular
